position,TerrainSlope,lon,lat
71.637686,4.394525,-155.013328,-85.121339
71.807501,4.403087,-155.048594,-85.116611
71.977316,5.332395,-155.083784,-85.111881
72.147131,6.487438,-155.118914,-85.107148
72.316945,6.826163,-155.153977,-85.102415
72.48676,6.810099,-155.188981,-85.097679
72.656575,6.887317,-155.223908,-85.092942
72.82639,7.093871,-155.258769,-85.088203
72.996205,7.37815,-155.293554,-85.083461
73.166019,7.197642,-155.32828,-85.078718
73.335834,7.117598,-155.36294,-85.073974
73.505649,7.813438,-155.397542,-85.069228
73.512698,7.813438,-155.398968,-85.06903
73.682513,8.115978,-155.432353,-85.064222
73.852327,6.736025,-155.465673,-85.059412
74.022142,4.835348,-155.498928,-85.0546
74.191957,3.978108,-155.532119,-85.049787
74.361772,4.870724,-155.565245,-85.044972
74.531587,5.499761,-155.598307,-85.040156
74.701402,3.668652,-155.631306,-85.035338
74.871216,4.184904,-155.66424,-85.030518
75.041031,6.243182,-155.697111,-85.025697
75.210846,7.192778,-155.729918,-85.020874
75.380661,8.694222,-155.762662,-85.016049
75.550476,10.362263,-155.795343,-85.011223
75.72029,11.08079,-155.82796,-85.006395
75.890105,10.004673,-155.860515,-85.001565
76.05992,8.532442,-155.893007,-84.996734
76.229735,8.27741,-155.925437,-84.991902
76.39955,8.579998,-155.957804,-84.987067
76.569365,7.939867,-155.990109,-84.982232
76.739179,6.673367,-156.022352,-84.977394
76.908994,6.264608,-156.054533,-84.972555
77.078809,6.680196,-156.086652,-84.967714
77.248624,7.828114,-156.11871,-84.962872
77.418439,8.969497,-156.150706,-84.958029
77.588254,9.283114,-156.182641,-84.953183
77.758068,9.604137,-156.214515,-84.948336
77.927883,10.031061,-156.246328,-84.943488
78.097698,9.599035,-156.27808,-84.938638
78.267513,8.556947,-156.309772,-84.933787
78.437328,7.580996,-156.341403,-84.928934
78.607142,6.135728,-156.372973,-84.924079
78.744507,4.548868,-156.398467,-84.920151
78.914322,6.994414,-156.33659,-84.918995
79.084137,6.61561,-156.274739,-84.917833
79.253952,5.658858,-156.212916,-84.916666
79.423767,5.102443,-156.151121,-84.915493
79.593581,5.577754,-156.089355,-84.914314
79.763396,5.861083,-156.027618,-84.91313
79.933211,5.252324,-155.965909,-84.911939
80.103026,4.094234,-155.904229,-84.910743
80.272841,3.395676,-155.842578,-84.90954
80.442656,3.521689,-155.780956,-84.908332
80.61247,4.177372,-155.719364,-84.907118
80.782285,5.810241,-155.657801,-84.905898
80.9521,8.072688,-155.596267,-84.904673
81.121915,9.8312,-155.534762,-84.903441
81.29173,10.4993,-155.473288,-84.902204
81.461545,9.566878,-155.411844,-84.90096
81.631359,7.287175,-155.350428,-84.899712
81.801174,6.047998,-155.289044,-84.898456
81.970989,6.843613,-155.22769,-84.897196
82.140804,7.160654,-155.166366,-84.895929
82.310619,6.243545,-155.105072,-84.894657
82.480434,5.406314,-155.043809,-84.893378
82.650248,5.116308,-154.982576,-84.892095
82.787852,4.816537,-154.932981,-84.89105
82.957667,5.280974,-154.889673,-84.886992
83.127482,5.624736,-154.846418,-84.882931
83.297297,5.635934,-154.80324,-84.878867
83.467111,4.801694,-154.760131,-84.874799
83.636926,3.724093,-154.71709,-84.870729
83.806741,3.661104,-154.674117,-84.866656
83.976556,4.142829,-154.631222,-84.862579
84.146371,3.527593,-154.588375,-84.858501
84.316186,2.919626,-154.545606,-84.85442
84.486,2.788283,-154.502904,-84.850335
84.655815,2.249251,-154.46027,-84.846248
84.82563,1.490252,-154.417704,-84.842158
84.830484,1.490252,-154.416498,-84.84204
85.000298,0.550303,-154.354577,-84.841426
85.170113,0.418345,-154.292681,-84.840804
85.339928,1.22995,-154.2308,-84.840177
85.509743,0.765688,-154.168934,-84.839544
85.679558,0.701192,-154.107083,-84.838905
85.849372,1.734661,-154.045247,-84.83826
86.019187,1.343933,-153.983427,-84.837608
86.189002,0.34141,-153.921623,-84.836951
86.358817,0.464516,-153.859834,-84.836288
86.528632,0.662117,-153.798062,-84.835619
86.698447,0.864773,-153.736305,-84.834944
86.868261,0.490559,-153.674564,-84.834263
87.038076,0.239832,-153.61284,-84.833576
87.207891,0.484485,-153.551132,-84.832883
87.377706,0.97253,-153.489441,-84.832184
87.547521,1.731459,-153.427767,-84.831479
87.717336,2.463443,-153.366109,-84.830768
87.88715,1.650681,-153.304468,-84.830052
88.056965,1.165937,-153.242845,-84.829329
88.22678,1.842823,-153.181238,-84.8286
88.396595,2.192853,-153.119649,-84.827866
88.56641,2.719966,-153.058078,-84.827125
88.736225,2.837464,-152.996524,-84.826378
88.806448,2.837464,-152.971075,-84.826068
88.976263,2.990647,-152.956199,-84.831505
89.146078,2.97829,-152.941292,-84.836942
89.315892,2.957406,-152.926344,-84.842379
89.485707,3.178389,-152.911375,-84.847815
89.655522,2.688805,-152.896373,-84.853251
89.825337,1.976642,-152.88134,-84.858686
89.995152,1.675952,-152.866285,-84.864121
90.164967,2.047378,-152.851188,-84.869556
90.334781,2.299152,-152.83605,-84.874991
90.504596,1.683972,-152.82089,-84.880425
90.674411,1.272685,-152.805697,-84.885858
90.844226,1.746912,-152.790481,-84.891292
90.873295,1.746912,-152.787872,-84.892222
91.04311,4.106033,-152.725859,-84.893163
91.212925,5.878616,-152.663826,-84.8941
91.382739,7.694264,-152.60177,-84.89503
91.552554,9.127722,-152.539692,-84.895955
91.722369,10.095792,-152.47759,-84.896873
91.892184,11.400587,-152.415467,-84.897786
92.061999,13.031576,-152.353322,-84.898693
92.231814,14.148247,-152.291157,-84.899594
92.401628,14.498659,-152.228966,-84.900488
92.571443,13.27983,-152.166755,-84.901376
92.741258,11.925482,-152.104523,-84.902259
92.911073,11.964701,-152.042269,-84.903136
93.080888,10.493998,-151.979994,-84.904007
93.250703,8.237902,-151.917698,-84.904872
93.420517,6.508353,-151.85538,-84.90573
93.590332,4.378464,-151.793042,-84.906583
93.760147,2.875102,-151.730684,-84.90743
93.916279,1.294989,-151.673331,-84.908203
94.086094,0.321904,-151.61201,-84.906887
94.255909,1.747785,-151.550715,-84.905567
94.425724,3.45303,-151.489453,-84.90424
94.595539,3.027055,-151.428223,-84.902907
94.765353,1.841108,-151.367022,-84.901569
94.935168,1.624733,-151.305858,-84.900224
95.104983,2.674248,-151.244725,-84.898874
95.274798,4.370419,-151.183622,-84.897518
95.444613,6.264166,-151.122553,-84.896156
95.614428,7.705119,-151.061514,-84.89479
95.784242,8.619103,-151.000512,-84.893416
95.954057,9.369572,-150.939541,-84.892037
96.123872,9.637296,-150.878602,-84.890652
96.293687,9.556555,-150.817697,-84.889262
96.463502,9.577698,-150.756825,-84.887865
96.633316,8.960615,-150.695983,-84.886464
96.803131,8.050353,-150.635181,-84.885056
96.972946,7.72738,-150.574409,-84.883642
97.073711,6.884757,-150.538362,-84.882801
97.243526,4.828507,-150.504649,-84.878078
97.41334,4.546402,-150.470988,-84.873354
97.583155,4.655483,-150.437378,-84.868628
97.75297,4.982716,-150.403852,-84.863899
97.922785,5.463724,-150.370365,-84.85917
98.0926,5.911032,-150.336963,-84.854437
